dataset,conversation_id,topic_id,system_turn_idx,utterance_idx,user_index,emotion_top1,emotion_top1_score,p01,p05,p10,pi,cep,uiop,pop_mean_pct,rating_mean,rating_mean_pct,genre_js,genre_entropy,redundancy_new,redundancy_repeated,stereotype_label,stereotype_score_0,stereotype_score_1,emo_desire,emo_neutral,emo_approval,emo_optimism,emo_admiration,emo_curiosity,emo_confusion,emo_realization,emo_disapproval,emo_excitement,emo_surprise,emo_disappointment,emo_annoyance,emo_sadness,emo_love,emo_joy,emo_gratitude,rec_turn_order
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_0_0#0,1,0,0,desire,0.4372529983520508,0.0,0.0,0.02702702702702703,0.34410488389428695,,,0.34830437428453487,4.283783783783784,0.515160413129237,0.6248890939687775,1.5249917617070838,37,0,0,0.8883605003356934,,0.4372529983520508,0.3574536144733429,0.18244318664073944,0.03609732165932655,0.02046148106455803,,,,,,,,,,,,,0.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_0_0#1,1,0,1,desire,0.4372529983520508,0.0,0.0,0.0,0.2603493665301064,,,0.2949141867422453,4.42,0.5384821287986143,0.6248596238340847,1.5113949670044375,2,8,0,0.8883605003356934,,0.4372529983520508,0.3574536144733429,0.18244318664073944,0.03609732165932655,0.02046148106455803,,,,,,,,,,,,,1.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_0_0#2,1,0,2,desire,0.4372529983520508,0.0,0.0,0.0,0.3079667823013354,,,0.3444969296173831,4.51,0.5921587151629665,0.6249498914759964,1.539010436633614,1,9,0,0.8883605003356934,,0.4372529983520508,0.3574536144733429,0.18244318664073944,0.03609732165932655,0.02046148106455803,,,,,,,,,,,,,2.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_0_0#3,1,0,3,desire,0.4372529983520508,0.0,0.0,0.0,0.22989721449372338,,,0.27147080949631724,4.477777777777778,0.5724732762994454,0.6248685466983066,1.4735023850806483,1,8,0,0.8883605003356934,,0.4372529983520508,0.3574536144733429,0.18244318664073944,0.03609732165932655,0.02046148106455803,,,,,,,,,,,,,3.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_1_0#0,3,1,0,curiosity,0.5534079670906067,0.0,0.0,0.0,0.29210584923887717,,,0.3131659056316591,3.908333333333333,0.42596966357004146,0.6248495144359554,1.4989346633364666,6,6,0,0.949192464351654,,,0.17356637120246887,0.2861555516719818,,0.019505294039845467,0.5534079670906067,0.03565938398241997,,,,,,,,,,,4.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_1_0#1,3,1,1,curiosity,0.5534079670906067,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.3385629144605169,,,0.37812180962104014,4.158064516129032,0.4673635343176843,0.6245550441256075,1.571822868130117,12,19,0,0.949192464351654,,,0.17356637120246887,0.2861555516719818,,0.019505294039845467,0.5534079670906067,0.03565938398241997,,,,,,,,,,,5.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_1_0#2,3,1,2,curiosity,0.5534079670906067,0.0,0.0,0.0,0.31262917847127947,,,0.34547130141617344,4.252941176470588,0.503093537840266,0.6248501233226965,1.4906876640990907,9,25,0,0.949192464351654,,,0.17356637120246887,0.2861555516719818,,0.019505294039845467,0.5534079670906067,0.03565938398241997,,,,,,,,,,,6.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_1_0#3,3,1,3,curiosity,0.5534079670906067,0.0,0.0,0.0,0.2630977698322691,,,0.2890588096362777,4.11875,0.4969591402928673,0.6248582858617613,1.4804869014339999,3,13,0,0.949192464351654,,,0.17356637120246887,0.2861555516719818,,0.019505294039845467,0.5534079670906067,0.03565938398241997,,,,,,,,,,,7.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_3_0#0,7,3,0,curiosity,0.7375661134719849,0.0,0.0967741935483871,0.12903225806451613,0.4054129302207228,,,0.4404234029693064,4.32258064516129,0.5070931171621437,0.6249027385845324,1.5290500388556194,8,23,0,0.9418545961380005,,,0.02736055850982666,0.03704654797911644,,0.6461390852928162,0.7375661134719849,0.11363184452056885,,,,,,,,,,,8.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_3_0#1,7,3,1,curiosity,0.7375661134719849,0.0,0.03333333333333333,0.06666666666666667,0.38385586362706897,,,0.42580695953393166,4.223333333333334,0.4869784285939222,0.6025199719478257,1.7597709157341586,6,24,0,0.9418545961380005,,,0.02736055850982666,0.03704654797911644,,0.6461390852928162,0.7375661134719849,0.11363184452056885,,,,,,,,,,,9.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_3_0#2,7,3,2,curiosity,0.7375661134719849,0.0,0.038461538461538464,0.07692307692307693,0.43373446380646224,,,0.4721545970955513,4.357692307692307,0.5290565992030328,0.6249140952939902,1.5319174220911305,2,24,0,0.9418545961380005,,,0.02736055850982666,0.03704654797911644,,0.6461390852928162,0.7375661134719849,0.11363184452056885,,,,,,,,,,,10.0
cosrec,CoSRec-Curated_1,CoSRec-Curated_1_3_0#3,7,3,3,curiosity,0.7375661134719849,0.0,0.03333333333333333,0.06666666666666667,0.37875734443343373,,,0.40437726342308294,4.236666666666666,0.5105495197606676,0.6249114078964229,1.5312731539744158,1,29,0,0.9418545961380005,,,0.02736055850982666,0.03704654797911644,,0.6461390852928162,0.7375661134719849,0.11363184452056885,,,,,,,,,,,11.0
cosrec,CoSRec-Curated_2,CoSRec-Curated_2_0_0#0,1,0,0,confusion,0.8520135283470154,0.0,0.0,0.0,0.13021827523472138,,,0.1399287513777358,4.74375,0.721126594237128,0.6334093167686284,1.8308538994277797,16,0,0,0.971149206161499,,,0.18384376168251038,0.051863789558410645,,,,0.8520135283470154,0.04016701132059097,0.015323635190725327,,,,,,,,,0.0
cosrec,CoSRec-Curated_2,CoSRec-Curated_2_0_0#1,1,0,1,confusion,0.8520135283470154,0.0,0.0,0.0,0.12845841998766666,,,0.1397927144405235,4.676470588235294,0.6796058054775996,0.6314423842229251,2.393136601408707,7,10,0,0.971149206161499,,,0.18384376168251038,0.051863789558410645,,,,0.8520135283470154,0.04016701132059097,0.015323635190725327,,,,,,,,,1.0
cosrec,CoSRec-Curated_2,CoSRec-Curated_2_0_0#2,1,0,2,confusion,0.8520135283470154,0.0,0.0,0.0,0.29615440501897267,,,0.3314620350520209,4.319230769230769,0.5124753218754163,0.5647966905893989,3.1941435707827894,25,1,0,0.971149206161499,,,0.18384376168251038,0.051863789558410645,,,,0.8520135283470154,0.04016701132059097,0.015323635190725327,,,,,,,,,2.0
cosrec,CoSRec-Curated_2,CoSRec-Curated_2_3_0#0,7,3,0,curiosity,0.6775721907615662,0.0,0.0,0.0,0.3727807010421051,,,0.39376383524595476,4.361764705882353,0.5398177220817473,0.5936098963453034,2.7968006692566436,24,10,0,0.9310703873634338,,,,0.11513004451990128,,0.13526920974254608,0.6775721907615662,,,,0.1323537826538086,0.11237422376871109,,,,,,,3.0
